problem,author_1,author_2,para1_text,para2_text
problem-678.txt,1,2,"Really, if you just add another router and connect the Ethernet cable to its Internet port, then it would allow the speakers to run.  If that doesn't seem viable to you then many SBC (Single-Board Computer) type systems can probably fill you request fairly well.  Raspberry Pi, Arduino, Olimex, as well as many others would be good candidates so long as they have both a LAN port and WiFi capabilities.  Dual or even Single WiFi might work, but you'd have to do more of a set up to get it to work right, (one WiFi for your University connection, one for your speakers).  Spotify runs on Linux, and many of the SBC systems come with some form of Linux, so you should be set there.  I don't know what system requirements are needed for Spotify on Linux, but I should think that at lest 512M-1G should suite your needs, (I'd lean towards the 1G-2G systems just to be safe).  Once you set up the OS, you can install OpenSSH to be able to remotely access the system, which means you won't need to have a monitor, keyboard, or mouse plugged into it to use it.",We've been looking at installing some WiFi speakers in our workshop (Amazon Echo/Bose equivalent) to listen to Spotify collectively rather than having a set of different radios/speakers competing for audio. 
problem-678.txt,2,2,We've been looking at installing some WiFi speakers in our workshop (Amazon Echo/Bose equivalent) to listen to Spotify collectively rather than having a set of different radios/speakers competing for audio. ,"As we're in a university department, all of the available WiFi networks are WPA2-enterprise, which, at present, isn't supported by any WiFi speakers that I've been able to find (I think its difficult for the speaker to actually login and remember the right set of credentials). "
problem-678.txt,2,2,"As we're in a university department, all of the available WiFi networks are WPA2-enterprise, which, at present, isn't supported by any WiFi speakers that I've been able to find (I think its difficult for the speaker to actually login and remember the right set of credentials). ","The obvious solution is to setup some kind of local WiFi 'network'. I've been able to successfully do this with my MacBook using a few other questions found here on SuperUser, but generally this is non-ideal, since if I then leave the room with my laptop to go to a meeting etc, then the audio goes off. "
problem-678.txt,2,2,"The obvious solution is to setup some kind of local WiFi 'network'. I've been able to successfully do this with my MacBook using a few other questions found here on SuperUser, but generally this is non-ideal, since if I then leave the room with my laptop to go to a meeting etc, then the audio goes off. ","What would be ideal is to gave a way of setting up a WiFi hotspot (we're perfectly allowed to add additional routers etc so long as they have some security) that would allow us to use an existing network. Is this possible, to take a secure network, and broadcast a WiFi signal (passworded, but not secured using the standard university browser based login)?    If it helps, anything plugged into an ethernet cable within the department just 'automatically' has access to the internet. "
problem-136.txt,1,1,"I know that with Ploop you lose disk space as files are added/deleted within a container and you have to manually compact the container, but i have also read that if you reboot or there is a crash the containers can become nonrecoverable. ",Are there ways to properly reboot OpenVZ servers to avoid corrupted containers?
problem-136.txt,1,2,Are there ways to properly reboot OpenVZ servers to avoid corrupted containers?,"Even with an unclean shutdown of plooped containers, it's usually enough to do a fsck. It isn't much different from shutting down real hardware during write operations. Since I'm guessing you'll be using a filesystem with a transaction log on those ploops, you shouldn't run into more issues."
problem-136.txt,2,2,"Even with an unclean shutdown of plooped containers, it's usually enough to do a fsck. It isn't much different from shutting down real hardware during write operations. Since I'm guessing you'll be using a filesystem with a transaction log on those ploops, you shouldn't run into more issues.","As Brian mentioned, a proper shutdown of the host node will leave your containers clean and their ploops unmounted."
problem-136.txt,2,2,"As Brian mentioned, a proper shutdown of the host node will leave your containers clean and their ploops unmounted.","If you're using directory-based containers that use the same filesystem as the host node, you already have a small chance of corruption now. I think in practice there isn't much difference, only that you might have to consider recovery time. Many ploops might take longer to fsck than one host node's filesystem and might require a lot of manual interaction. "
problem-136.txt,2,2,"If you're using directory-based containers that use the same filesystem as the host node, you already have a small chance of corruption now. I think in practice there isn't much difference, only that you might have to consider recovery time. Many ploops might take longer to fsck than one host node's filesystem and might require a lot of manual interaction. ","On the other hand, if your host node has a very large file system, fscking that could take a very long time, and that leaves all those containers down during fsck. Containers using ploop could be started in a staggered fashion after the host node comes back up, provided the host node itself has nothing to fsck."
problem-136.txt,2,2,"On the other hand, if your host node has a very large file system, fscking that could take a very long time, and that leaves all those containers down during fsck. Containers using ploop could be started in a staggered fashion after the host node comes back up, provided the host node itself has nothing to fsck.","You could mitigate that by having some sort of high-availability setup where the host nodes load their container data from central storage and switch each other on/off in cases of failures, but I guess that's going too far."
problem-136.txt,2,2,"You could mitigate that by having some sort of high-availability setup where the host nodes load their container data from central storage and switch each other on/off in cases of failures, but I guess that's going too far.","What are your reasons for considering ploop? We've considered it for faster performance through NFS, where the many small files in a container really slow things down. But since you're mentioning filesystem corruption, that's probably not your scenario."
problem-650.txt,1,1,Try the following (Be aware I did this on 2005 Express so you may have to adjust as required):,Open up a console and try to start in single user mode:
problem-650.txt,1,1,Open up a console and try to start in single user mode:,If it starts you can now open up management studio and try the following:
problem-650.txt,1,1,If it starts you can now open up management studio and try the following:,Now stop sql server and try to restart from the services console. It should successfully start now.
problem-650.txt,1,1,Now stop sql server and try to restart from the services console. It should successfully start now.,If it does also do the following to ensure new databases are created in the proper locations:
problem-650.txt,1,2,If it does also do the following to ensure new databases are created in the proper locations:,In order to resolve this you have to rebuild the database using this command string below. 
problem-650.txt,2,2,In order to resolve this you have to rebuild the database using this command string below. ,C:\Program Files\Microsoft SQL Server\100\Setup Bootstrap\Release
problem-650.txt,2,2,C:\Program Files\Microsoft SQL Server\100\Setup Bootstrap\Release,Setup /QUIET /ACTION=REBUILDDATABASE /INSTANCENAME=InstanceName /SQLSYSADMINACCOUNTS=accounts /[SAPWD= StrongPassword]
problem-650.txt,2,2,Setup /QUIET /ACTION=REBUILDDATABASE /INSTANCENAME=InstanceName /SQLSYSADMINACCOUNTS=accounts /[SAPWD= StrongPassword],If you are using Windows authentication you can ditch the strong password portion of the command like so.
problem-650.txt,2,2,If you are using Windows authentication you can ditch the strong password portion of the command like so.,Setup /QUIET /ACTION=REBUILDDATABASE /INSTANCENAME=InstanceName /SQLSYSADMINACCOUNTS=accounts
problem-650.txt,2,2,Setup /QUIET /ACTION=REBUILDDATABASE /INSTANCENAME=InstanceName /SQLSYSADMINACCOUNTS=accounts,You can read more on the issue at http://msdn.microsoft.com/en-us/library/dd207003.aspx. Hope this can help somebody out.
problem-888.txt,1,2,"I had an Amazon EC2 instance with EBS only disk - 8 GB disk. I needed some more space so I increased the volume to 320 GB. Then, I no longer needed all that space so I wanted to decrease the volume, but saw that it is impossible to decrease a volume size. So, I detached the volume, created a new volume with 32 GB, and attached it to my instance. However, now my instance does not start. When I try to start it from the console, it remains stopped. So, my questions are:","For me Creating a new volume of required size and migrating the existing data is the right way to save the storage cost you are not using, as I don't think there is another way to reduce the size of the original volume."
problem-888.txt,2,2,"For me Creating a new volume of required size and migrating the existing data is the right way to save the storage cost you are not using, as I don't think there is another way to reduce the size of the original volume.",You can refer the below links for the detailed steps on how to Reduce/ Increase the size of the EBS volume and check what is that you have missed-:
problem-888.txt,2,2,You can refer the below links for the detailed steps on how to Reduce/ Increase the size of the EBS volume and check what is that you have missed-:,https://n2ws.com/blog/how-to-guides/how-to-reduce-the-size-of-an-ebs-volume
problem-888.txt,2,2,https://n2ws.com/blog/how-to-guides/how-to-reduce-the-size-of-an-ebs-volume,https://n2ws.com/blog/how-to-guides/how-to-increase-the-size-of-an-aws-ebs-cloud-volume-attached-to-a-linux-machine
problem-644.txt,1,2,"I think you will need some sort of data recovery tool. I know StackOverflow purpose isn't about software advising, but i have to recommend R-Studio. Have used it a couple of times with good results. Sometimes you can even see the folder structure and retrieve those files.","It's possible the enclosure circuitry has failed, so I'd suggest taking it apart and extracting the HD/SSD.  You can try attaching it internally to a desktop computer temporarily to see if the drive is visible that way."
problem-644.txt,2,2,"It's possible the enclosure circuitry has failed, so I'd suggest taking it apart and extracting the HD/SSD.  You can try attaching it internally to a desktop computer temporarily to see if the drive is visible that way.","There's also the long-shot of replacing the controller board on the drive with an exact same model drive, since that could be what's bad.  Sometimes, though, the board is matched to the physical drive due to latency calibration."
problem-644.txt,2,2,"There's also the long-shot of replacing the controller board on the drive with an exact same model drive, since that could be what's bad.  Sometimes, though, the board is matched to the physical drive due to latency calibration.","If this fails, you're looking at taking it to a professional for recovery, and they may suggest sending it to a forensic recovery company."
problem-644.txt,2,2,"If this fails, you're looking at taking it to a professional for recovery, and they may suggest sending it to a forensic recovery company.","I've been able to recover some hard drives, but it was few and far between.  I don't even remember the software I used or if it's still available.  Maybe someone else can answer with that info."
problem-122.txt,1,1,"It's a security problem.  You can never go wrong if you follow the Principle of Least Privileged.  In other words, if an authenticating principal doesn't need a particular permission, then don't give it to them.  Do you give out information regarding the type of locks on your door to other people that don't need to know that about your house?  I would hope not.  They probably wouldn't do anything, but it's still not prudent.","If we based data principles off of luck and generosity, we'd be in bigger trouble quite a bit more often.  Security is an aspect where you should only grant when you can defend why you granted.  You're simply giving somebody more information than they need to know.  Don't do it.  Server state is still sensitive."
problem-122.txt,1,2,"If we based data principles off of luck and generosity, we'd be in bigger trouble quite a bit more often.  Security is an aspect where you should only grant when you can defend why you granted.  You're simply giving somebody more information than they need to know.  Don't do it.  Server state is still sensitive.",As an administrator you would view this information as being in your domain (performance / index usage / etc) but there are potentially compelling reasons that a development organization would want this information for a large legacy system they support- identifying zombie tables that are only touched by maintenance processes for example.
problem-122.txt,2,2,As an administrator you would view this information as being in your domain (performance / index usage / etc) but there are potentially compelling reasons that a development organization would want this information for a large legacy system they support- identifying zombie tables that are only touched by maintenance processes for example.,"In the end it always ends up being an issue of ""luck and generosity"" since the call on whether any particular request is justified ends up being a soft choice and not a crisp formula. The use of best practice patterns without looking at context is itself a pretty nasty anti-pattern and reality is that many approach their positions with ""talk to the hand"" as a starting point."
problem-1091.txt,1,1,"Honestly, what you are trying to do is just now what Linux is good for. While, it is possible to get domain controller working in Linux. You'll just give yourself endless headache and issues. ","It pains me to say this, as I am Linux everything."
problem-1091.txt,1,2,"It pains me to say this, as I am Linux everything.",I'm trying to figure out if it is possible to run a samba server on a Linux distribution with a NIS service and use them in conjunction with a Widnows 7/8/10 client to make it work as it's local desktop.
problem-1091.txt,2,2,I'm trying to figure out if it is possible to run a samba server on a Linux distribution with a NIS service and use them in conjunction with a Widnows 7/8/10 client to make it work as it's local desktop.,What I'm trying to achieve is to allow any user from my network log in with it's username and password on any terminal and it should show his/hers desktop files.
problem-1091.txt,2,2,What I'm trying to achieve is to allow any user from my network log in with it's username and password on any terminal and it should show his/hers desktop files.,Any pointers on where to start? I found out that a starting approach should be using NFS servers but that protocol is rather old and insecure (configuring security on NFS servers seems to be a quite hard task) so I think that SAMBA is a nicer option.
problem-1091.txt,2,2,Any pointers on where to start? I found out that a starting approach should be using NFS servers but that protocol is rather old and insecure (configuring security on NFS servers seems to be a quite hard task) so I think that SAMBA is a nicer option.,"Also, when talking about NIS, is it possible to encrypt username and passwords when traveling over the network?"
problem-1091.txt,2,2,"Also, when talking about NIS, is it possible to encrypt username and passwords when traveling over the network?","P.D. My clients are going to connect via Windows, Mac and Linux"
problem-877.txt,1,1,"As Linux and the BSDs (including OS X) diverge, the instructions for how to do this on a given Unix-like OS are also diverging. Here are some instructions for OS X.","I'm not aware of any widely deployed, ""built-in"" Unix command-line tools that let you forge custom ARP packets. That's why people install other commands like arpspoof and ettercap."
problem-877.txt,1,1,"I'm not aware of any widely deployed, ""built-in"" Unix command-line tools that let you forge custom ARP packets. That's why people install other commands like arpspoof and ettercap.","In OS X, you can transmit any arbitrary sequence of bytes that you like, by way of the Berkeley Packet Filter kernel facility. Just open(2) a /dev/bpfX device, use ioctl(2) to attach it to an interface like en0, and write bytes to it. Each individual write (that is, each buffer of bytes handed off in an individual call to write(2)) is transmitted as a packet. But that's a little beyond what you can easily do with a shell script. I think most Unix graybeards would whip up a little C tool to do that. But that's basically reimplementing key functionality of some other well-known ARP-spoofing tool, and in modern Unix environments, it's easier to tell your package manager to install arpspoof or ettercap or something."
problem-877.txt,1,2,"In OS X, you can transmit any arbitrary sequence of bytes that you like, by way of the Berkeley Packet Filter kernel facility. Just open(2) a /dev/bpfX device, use ioctl(2) to attach it to an interface like en0, and write bytes to it. Each individual write (that is, each buffer of bytes handed off in an individual call to write(2)) is transmitted as a packet. But that's a little beyond what you can easily do with a shell script. I think most Unix graybeards would whip up a little C tool to do that. But that's basically reimplementing key functionality of some other well-known ARP-spoofing tool, and in modern Unix environments, it's easier to tell your package manager to install arpspoof or ettercap or something.","I would like to know how to do a simple ARP poison attack with UNIX commands only (no ettercap or arpspoof or anything like that.) I don't care about forwarding packets to the actual router, I just want to drop them. I heard that it works by sending fake arp packets to machines that want to know what the router's MAC address is. How could this be done as simply as possible?"
problem-863.txt,1,1,"I have a lot of data on my F: that I want to keep, and I would like to not have to reinstall windows on S:, since I have many softwares and drivers and updates.","If I move all the data which is on F to the 244GB partition (which is just before S), will I be able to ""extend"" my S partition so it can take the remaining space ?"
problem-863.txt,1,1,"If I move all the data which is on F to the 244GB partition (which is just before S), will I be able to ""extend"" my S partition so it can take the remaining space ?","I already did that before, it changed those partitions to dynamic, it was a hell to change back, I was afraid to have lost data etc, but managed to back it up before reinstalling windows, so I use partition wizard, but reinstalling windows on the 244GB partition restored my previous S installation."
problem-863.txt,1,1,"I already did that before, it changed those partitions to dynamic, it was a hell to change back, I was afraid to have lost data etc, but managed to back it up before reinstalling windows, so I use partition wizard, but reinstalling windows on the 244GB partition restored my previous S installation.","So I'm a little cautious and that's why I'm asking here, should I just use the other windows installation and forget about S, or will I be able to resize my S partition if I remove F ? (after backing up my files of course.)"
problem-863.txt,1,2,"So I'm a little cautious and that's why I'm asking here, should I just use the other windows installation and forget about S, or will I be able to resize my S partition if I remove F ? (after backing up my files of course.)",You may not be able to move all files to the 244GB partition due to not enough free space problem. I can't see how many free space is available from the above figure. Just backup to a portable HDD if you have one (or cloud storage whatever.. I think this is not the main problem for you.)
problem-863.txt,2,2,You may not be able to move all files to the 244GB partition due to not enough free space problem. I can't see how many free space is available from the above figure. Just backup to a portable HDD if you have one (or cloud storage whatever.. I think this is not the main problem for you.),"Since F: currently is Logical Drive, you have to fully delete F: and the change back the logical pool to primary pool, then DO NOT create any partition then  you will be able to extend S: if you are running Windows 7 or after."
problem-1085.txt,1,1,"vSphere is a VMware hypervisor product. vSphere runs on a host server and allows that host server to host virtual guest machines. Are you referring to vCenter Server, which is a management server for vSphere hosts?","In addition, polling and trapping are usually used simultaneously in network and system monitoring. Polling is generally used to gather status information and trapping usually occurs during fault conditions."
problem-1085.txt,1,1,"In addition, polling and trapping are usually used simultaneously in network and system monitoring. Polling is generally used to gather status information and trapping usually occurs during fault conditions.","Also, the presumption/assumption that the network is being ""flooded"" by the polling traffic is probably erroneous. If you looked at the polling traffic as a percentage of the total volume of traffic it's probably very small."
problem-1085.txt,1,2,"Also, the presumption/assumption that the network is being ""flooded"" by the polling traffic is probably erroneous. If you looked at the polling traffic as a percentage of the total volume of traffic it's probably very small.","I'm asking this from the position of understanding roughly what vSphere is and what it's for, but never having used the software in anger. "
problem-1085.txt,2,2,"I'm asking this from the position of understanding roughly what vSphere is and what it's for, but never having used the software in anger. ","I'm a developer by profession not a sysadmin, and our IT support team tells us that we only monitor the state of our virtualised windows servers every 60 seconds in order to minimise network load, so if a BSOD and reboot happens between those poll events, we never get notified."
problem-1085.txt,2,2,"I'm a developer by profession not a sysadmin, and our IT support team tells us that we only monitor the state of our virtualised windows servers every 60 seconds in order to minimise network load, so if a BSOD and reboot happens between those poll events, we never get notified.","I'm surprised that vSphere can't simply raise an event when these kinds of issue occur rather than having to flood the network with polling traffic, but I don't have the experience with vSphere to be certain that this is how it needs to be done."
problem-693.txt,1,1,"In the past, whenever I had a client who needed a website (usually simple PHP stuff), I always pointed them to a shared hosting provider to host their website. ","However I'm always running into compatiblity issues, like different versions of PHP (5.2, 5.3), or sometimes they don't even have database with their hosting, because they picked a really terrible hosting company."
problem-693.txt,1,1,"However I'm always running into compatiblity issues, like different versions of PHP (5.2, 5.3), or sometimes they don't even have database with their hosting, because they picked a really terrible hosting company.","Personally I'd prefer to use Ruby/Rails, but there isn't any cheap, or even comparable in price, option for shared hosting, at least over here. I usually need to just create simple websites, either static, or something WordPress like, or e-shop with PrestaShop."
problem-693.txt,1,1,"Personally I'd prefer to use Ruby/Rails, but there isn't any cheap, or even comparable in price, option for shared hosting, at least over here. I usually need to just create simple websites, either static, or something WordPress like, or e-shop with PrestaShop.","What I'd like to do, is to offer my clients to host their websites on my VPS. I'm already hosting some of my projects on Linode, so getting an extra instance to host couple of small websites shouldn't be a problem. That way I could have much easier time managing their websites, and also offer them some services their shared hosting can't."
problem-693.txt,1,1,"What I'd like to do, is to offer my clients to host their websites on my VPS. I'm already hosting some of my projects on Linode, so getting an extra instance to host couple of small websites shouldn't be a problem. That way I could have much easier time managing their websites, and also offer them some services their shared hosting can't.","The thing is, I'm not sure if this is a good idea, as all the responsibilities would fall on me, instead of the hosting company."
problem-693.txt,1,1,"The thing is, I'm not sure if this is a good idea, as all the responsibilities would fall on me, instead of the hosting company.","Do you think it is a good idea to try to manage 20-50 websites on my own VPS instances myself, instead of delegating each client to a shared hosting? When would this be a bad idea? Am I missing something important?"
problem-693.txt,1,2,"Do you think it is a good idea to try to manage 20-50 websites on my own VPS instances myself, instead of delegating each client to a shared hosting? When would this be a bad idea? Am I missing something important?",You are missing the most important problem. The legal issues. Ask a lawyer in your country which legal problems you run into when someone hosts illegal content on your machine. This should be a lawyer familiar with international laws and Internet in special.
problem-693.txt,2,2,You are missing the most important problem. The legal issues. Ask a lawyer in your country which legal problems you run into when someone hosts illegal content on your machine. This should be a lawyer familiar with international laws and Internet in special.,"And the answer ""Oh, I do not need that, I know that ..."" is not acceptable. You have to verify this by an expert in legal affairs."
problem-687.txt,1,1,"I had XP on the C:\ drive and installed Vista on D:. When I booted into Vista, it appeared it was on C:\, when I booted into XP, it also showed as C:. Vista functions differently from XP; when you start it, it shows it's on the C:\ drive. So all these letters don't really mean anything in the end.","Just try and install Windows 7 directly, without making all these changes. Just pop in the Windows 7 DVD, format the Vista partition from the installer and continue installing 7. When done, the Windows 7 bootloader will probably figure out what to do with XP."
problem-687.txt,1,2,"Just try and install Windows 7 directly, without making all these changes. Just pop in the Windows 7 DVD, format the Vista partition from the installer and continue installing 7. When done, the Windows 7 bootloader will probably figure out what to do with XP.",Actually Windows XP is very picky about being located on the C: drive especially if you have a prior install and have programs all up and running it gets messy; best I would say is to get a third party Drive managing software and do some adjusting; I use Acronis software ie Disk director no plug intended I've had it for over a year and it works very well.
problem-687.txt,2,2,Actually Windows XP is very picky about being located on the C: drive especially if you have a prior install and have programs all up and running it gets messy; best I would say is to get a third party Drive managing software and do some adjusting; I use Acronis software ie Disk director no plug intended I've had it for over a year and it works very well.,"Most important thing however is Backup, Backup, Backup acronis could help you there also or any other software; then open your disk software you can select change drive E: to C: and so on I can only speak for Acronis as that's all I use it will ask for a restart do all the drives in one simple pre boot screen and vala!"
problem-1250.txt,1,1,I have found that it is possible to run multiple instances of Skype using the /secondary key.,"The second instance, however, asks to enter or select credentials, while I want it just to pick the  username which have not been used by the first instance."
problem-1250.txt,1,1,"The second instance, however, asks to enter or select credentials, while I want it just to pick the  username which have not been used by the first instance.",The only solution I have found and use is combining the /secondary key with the /username: key:
problem-1250.txt,1,1,The only solution I have found and use is combining the /secondary key with the /username: key:,"This requres pressing a button Sign me in in the second instance's welcome window. This fills in the passord automatically, however."
problem-1250.txt,1,2,"This requres pressing a button Sign me in in the second instance's welcome window. This fills in the passord automatically, however.","Some time ago, there were switches /username and /password when starting with a secondary Skype account."
problem-1250.txt,2,2,"Some time ago, there were switches /username and /password when starting with a secondary Skype account.","Now, these switches are disabled, also see here: https://community.skype.com/t5/Windows-archive/Secondary-Skype-stopped-working/m-p/4221641/highlight/true#M307935"
problem-1250.txt,2,2,"Now, these switches are disabled, also see here: https://community.skype.com/t5/Windows-archive/Secondary-Skype-stopped-working/m-p/4221641/highlight/true#M307935","Unfortunately, Skype remembers the last used account name in the file %programdata%\Skype\shared.xml, so you cannot directly specify what account to logon when Skype starts (if starting with /secondary switch, Skype always asks you for your credentials). "
problem-1250.txt,2,2,"Unfortunately, Skype remembers the last used account name in the file %programdata%\Skype\shared.xml, so you cannot directly specify what account to logon when Skype starts (if starting with /secondary switch, Skype always asks you for your credentials). ","Also, it's not recommended to manipulate that file and auto-restore it every time you start skype because that XML file doesn't just contain your user name, it also contains a part of your Skype settings."
problem-308.txt,1,1,As documented at https://www.raspberrypi.org/documentation/configuration/audio-config.md,Apparently both the raspi-config method and amixer commands (as you've already tried) can fail to make sound be sent over HDMI due to it setting itself into DVI mode.
problem-308.txt,1,2,Apparently both the raspi-config method and amixer commands (as you've already tried) can fail to make sound be sent over HDMI due to it setting itself into DVI mode.,"I've been trying to get audio to work on my Pi3. I'm able to get audio to my powered speakers through the 3.5mm jack. But like lots of others, I've encountered the background hiss that makes it nearly-impossible to listen to. I have a VGA Monitor connected to the PI with an HDMI-VGA cable (so, there are no speakers on the monitor). I purchased an HDMI converter with a 3.5 mm jack, thinking I could then run the audio right through the HDMI port. I plugged the powered speakers into the 3.5mm jack on the converter...No luck, no sound at all. I've tried amixer cset numid=3 2, with no luck, and I've gone through the config screen (sudo raspi-config), but also with no luck."
problem-308.txt,2,2,"I've been trying to get audio to work on my Pi3. I'm able to get audio to my powered speakers through the 3.5mm jack. But like lots of others, I've encountered the background hiss that makes it nearly-impossible to listen to. I have a VGA Monitor connected to the PI with an HDMI-VGA cable (so, there are no speakers on the monitor). I purchased an HDMI converter with a 3.5 mm jack, thinking I could then run the audio right through the HDMI port. I plugged the powered speakers into the 3.5mm jack on the converter...No luck, no sound at all. I've tried amixer cset numid=3 2, with no luck, and I've gone through the config screen (sudo raspi-config), but also with no luck.","I'm hoping someone here has had similar problems (and fixed them!), or can otherwise help me out.  I'm pretty new to this, so my technical skills are limited at best."
problem-1244.txt,1,1,The Database Tuning Advisor does not always make sensible suggestions. It is always a good idea to review any suggestions made (by any tool more that matter).,"In general, the cost of an index seek is directly related to the depth of the B+Tree that makes up that index. Seeking in an index that is 8 levels deep is 4 times as expensive as seeking in an index that is only 2 levels deep. The depth of the index is strongly correlated with the length of the index key(s). Other important factors are uniqueness of the index, the length of the clustered index key and wether there are any included columns."
problem-1244.txt,1,1,"In general, the cost of an index seek is directly related to the depth of the B+Tree that makes up that index. Seeking in an index that is 8 levels deep is 4 times as expensive as seeking in an index that is only 2 levels deep. The depth of the index is strongly correlated with the length of the index key(s). Other important factors are uniqueness of the index, the length of the clustered index key and wether there are any included columns.","If you create an index on one column you generally get a index less deep than if you create an index on that same column and an additional column. However, in your case, as the index on ID-1 is not declared unique (it can't be), the clustered index key automatically becomes part of the key. Assuming there are no other columns, that additional index will be an exact copy of the clustered index. If you however have additional columns in the table, you might end up with a small difference in index depth. But even then it is usually not worth creating the index."
problem-1244.txt,1,1,"If you create an index on one column you generally get a index less deep than if you create an index on that same column and an additional column. However, in your case, as the index on ID-1 is not declared unique (it can't be), the clustered index key automatically becomes part of the key. Assuming there are no other columns, that additional index will be an exact copy of the clustered index. If you however have additional columns in the table, you might end up with a small difference in index depth. But even then it is usually not worth creating the index.",The difference becomes bigger if you have a lot of additional columns and you are looking at queries that would scan the new index like this one:
problem-1244.txt,1,1,The difference becomes bigger if you have a lot of additional columns and you are looking at queries that would scan the new index like this one:,"As all those additional column are not part of the index the scan has to go through a lot less pages. If you for example had two additional DATETIME columns in that table, the index scan speed would probably double with that new index. But you would have to run this query very often for the index to be worth the additional maintenance overhead."
problem-1244.txt,1,2,"As all those additional column are not part of the index the scan has to go through a lot less pages. If you for example had two additional DATETIME columns in that table, the index scan speed would probably double with that new index. But you would have to run this query very often for the index to be worth the additional maintenance overhead.","We have a primitive junction table to store a many-to-many relation between two other tables, their primary keys being bigint:"
problem-1244.txt,2,2,"We have a primitive junction table to store a many-to-many relation between two other tables, their primary keys being bigint:","When the Tuning Advisor was run on the database, it suggested (among many others, obviously) the following index to be added:"
problem-1244.txt,2,2,"When the Tuning Advisor was run on the database, it suggested (among many others, obviously) the following index to be added:","And I wonder: is this index good for anything? AFAICT it is the left half of a clustered primary key and the space reduction coming from omitting a single bigint cannot be that important, I guess. Or, is there any scenario when this index would help? And if not, why would the DTA suggest it? (The Advisor suggested many new indexes which I consider silly, but this one seemed the silliest, so I thought I ask…)"
problem-452.txt,1,1,"We run a web server and need to set up a new site in the same way you'd set up a virtualhost but just based on the IP address of the server rather than a domain name, eg so we can use:",which runs on a configuration in /etc/httpd/conf/sites/ just like any other vhost.
problem-452.txt,1,1,which runs on a configuration in /etc/httpd/conf/sites/ just like any other vhost.,This vhost will have it's own set of restrictions (eg whitelist IP addresses) so it can't interfere with other vhosts on the same IP.
problem-452.txt,1,1,This vhost will have it's own set of restrictions (eg whitelist IP addresses) so it can't interfere with other vhosts on the same IP.,"Is this possible? And if so, what's the core thing I should be looking out for.. maybe it's as simple as:"
problem-452.txt,1,2,"Is this possible? And if so, what's the core thing I should be looking out for.. maybe it's as simple as:",At the top of the Vhost in your web configuration there's likely a line that says <VirtualHost *:80>.  What that means is that connections to any IP ( the * ) on port 80 ( :80 ) go to this virtual host.  What you need to do is you need to change that * to your current IP and also do it for the one that says *:443 if you have https enabled.
